Content,Label
nuova scossa assestamento a Genova ore 5:04 #terremoto,pos
Ene. Ora i morti sono 6 #terremoto,neg
A Modena un'altra scossa! Paura,pos
#terremoto .. Altra scossa ..,pos
ancora #terremoto cazzoooooooooooooooooooooooo,pos
e non si dorme piu un altra adesso #terremoto,pos
non ho sonno #terremoto http://t.co/EOdWW3YK,pos
Altra scossa di #terremoto. Breve ma netta.,pos
sto cazzo di terremoto non mi viuole far dormire oggi u.u,neg
# offline prova a svegliarmi ancora terremoto che mi incazzo,neg
5.03 altra scossa,pos
(Mi dicono case crollate a Bondeno) #terremoto,neg
#Terremoto Venezia. Sentito forte e chiaro. Nessun danno!,pos
Altra piccola scossa ore 5.03. Venezia #Terremoto,pos
altra scossa,pos
notte provo a  tornare a dormire un pochino....terremoto permettendo,neg
Un' altra scossa abbastanza forte..,pos
magari anche basta scosse eh? #terremoto,pos
Altra scossa a Milano... Apparentemente meno forte della prima,pos
#terremoto scossa sentita distintamente anche a Imperia,pos
al momento 6 morti x il terremoto..stanno ancora cercando..#brindisi,neg
#sanfelicesulpanaro #terremoto Crollata completamente anche la chiesa di Rivara,neg
Altra scossa di #terremoto avvertita distintamente a #Trento,pos
un'altra!!! proprio ora. castel san pietro terme!! #terremoto,pos
Mentre c'è stato il #terremoto stavo ascoltando gli Slipknot...,neg
castello estense danneggiato. #terremoto #ferrara http://t.co/2GUlGmvU,neg
"Ancora, breve... sud provincia Venezia #terremoto",pos
#terremoto a Ferrara. Dalle 4.00 tutti in strada.,pos
"#terremoto,altra scossa di assestamento,che ansia non si dorme più!",pos
"scossa di magnitudo 6.0 a bologna,paura",pos
Cacca sotto #terremoto e luci dell'alba,pos
Domani nelle scuole un minuto di silenzio per i morti del #terremoto e per Melissa.,pos
#terremoto percepito nuovamente,pos
"Aggiornamenti dal #gr1:confermata vittima, 2 feriti #terremoto",neg
Altra scossa! #terremoto,pos
Ecco altra scossa!,pos
Ma i danni a Finale sono confermati? #terremoto,pos
A casa mia tutti ronfano. #terremoto,neg
ho appena sentito un'altra scossa........,pos
altra scossa!,pos
#terremoto continuano le scosse CAZZO!,pos
milano sud. e' appena passata un'altra scossa di assestamento.,pos
#terremoto ancora scossa ora Ravarino,pos
SKY si degna di aprire la diretta 1h dopo la scossa. #vergogna #terremoto,neg
Ci mancava il terremoto! Speriamo che i morti rimangano solo 5!,neg
#terremoto Mi ero appena rilassato ma ha mosso di nuovo! E il cane se la dorme.....,neg
Mi dicono dalla regia che c'è stato un #terremoto,pos
"Terremoto a Ferrara,5.9 4 morti,50 feriti",neg
"Nuova scossa ma leggera alle 5.03, durata pochi secondi",pos
Una scossa di assestamento avvertita a Padova,pos
...zzo sono io che mi muovo o questa e' un'altra scossa?,neg
Un altro #terremoto proprio ora.,pos
Di nuovo in preda del terremoto! :(,pos
UN ALTRA LEGGERA SCOSSA A TORINO ORA!!! #terremoto,pos
"Nuova scossa, fortissima ancora",pos
Bene un'altra scossa,pos
"DAI PENSATE CHE CON STA STORIA DEL TERREMOTO I ONED CI CAGHERANNO, no? No è.. Ahahah",neg
Cazzo ma è terribile il suo rumore!!! #terremoto,neg
"Milano, appena avvertita altra scossa, molto lieve questa volta..che ansia.",pos
#terremoto Pare che prima sia durata 22.secondi,pos
#terremoto pare crollata la torre dell'orologio di Poggio Renatico. Test da Poggio?,neg
#terremoto Statue cadute in corso GIOVECCA con danni ad alcune auto. Via esonera,neg
#terremoto foto crollo a Poggio Renatico http://t.co/EOGtKdK4,neg
#terremoto Crollo parziale della chiesa di mirabello.,neg
#terremoto ci sarebbero due morti nella fabbrica delle ceramiche Sant'Agostino.,neg
06:01 - TERREMOTO NEL FERRARESE: UN MORTO,neg
"07:22 - TERREMOTO, CROLLI ANCHE A ROVIGO",neg
Mi tremano le gambe #terremoto,pos
si balla ancora #terremoto,pos
Sentita di brutto scossa  anche ad adria (ro) ma niente danni!,pos
Appena avvertita altra scossa ad adria -rovigo -anche se di minore entità!,pos
#Terremoto 4 morti e 50 feriti,neg
#brindisi #terremoto che giorni tristi e cupi per questo bel paese ferito,neg
#terremoto : Come va' a Bologna ?! Tutti sereni?! E' arrivato anche in Ancona!!,pos
#terremoto altra lieve scossa a Scandiano (Reggio Emilia),pos
addio melissa e tutte quelle persone che sono morte a causa del terremoto...,neg
Lodi....scossa fortina un ora fa!!!,pos
06:01 - TERREMOTO NEL FERRARESE: UN MORTO,neg
Rimini terremoto spero tutti bn da mb,pos
#terremoto anche qui a Rovereto,pos
#terremoto speriamo niente danni,pos
#oltre alla scossa e' il rumore a far paura,pos
Altra scossa di #terremoto a bologna,pos
Fanculo basta #terremoto,pos
E chi dorme più quando c'è sto cavolo di terremoto??,pos
5.04 altra scossa forte!!! proprio non si dorme stasera! #terremoto #bologna,pos
"Terremoto forte a Padova, ma non sembra aver fatto danni qui...",pos
SOLO A ME PIACE SENTIRE IL TERREMOTO? PERO' QUEI TERREMOTI CHE NON FANNO DANNI EH!,neg
Ancora scosse di #terremoto. Ho paura.. Chi dorme più adesso?,neg
Appena sentita una nuova scossa.... #terremoto,pos
A Ferrara scossa di magnitudo 5.9 alle 4.04.. Che paura! Soprattutto molti danni !,neg
Altra scossa #terremoto #Padova,pos
sono a palermo non oso immagginare il boato del terremoto che c e stato,neg
ma non e che siano i primi segnali della fine del mondo questo terremoto?,pos
Cosa succede in Italia? #terremoto,pos
E ora mi alzo a fare le crepes... Del terremoto!,pos
A causa del #terremoto ci sono 50 feriti :'( MERDA !State tutti bn ?,neg
#terremoto continuiamo a tremare,pos
Evvai con l'assestamento! Stanotte non si dorme più. #terremoto,neg
Danni a chiese e campanili. Che sia un segnale? #ironia post #terremoto,neg
ormai anche il battito del mio cuore sembra un #terremoto .. non ne posso più,neg
Altra scossa di terremoto distintamente percepibile....,pos
Vorrei dormire ancora un po' ma il #terremoto mi tiene sveglia,pos
Ancora un'altra scossa!!! Il letto e le porte di casa tremano a Milano!!!,pos
"Ieri Brindisi, oggi i morti per il terremoto in Emilia... che weekend di merda.",neg
Altra leggera scossa #terremoto,pos
Ancoraaaaaa !! Terremoto!!,pos
"Avvertito anche in romagna circa un ora fa,bella botta! #terremoto #earthquake #italy",pos
Basta scosse di terremoto! Voglio tornare a dormire in pace!,pos
ore 5.04 scossa leggera di assestamento a venezia #terremoto,pos
Ancora terremoto cazzo,pos
"Ecco bene, un'altra micro scossa... Ansia ansia ansia! #terremoto",pos
mi sono appena svegliata..c'è stato un terremoto?era forte?danni? Fatemi sapere,pos
"Non si sta tranquilli nemmeno quando si dorme, fottuto terremoto....",neg
"MERDA MERDA MERDA C'É STATA UN'ALTRA SCOSSA, MA STA VOLTA PIU' LEGGERA.",pos
spero veramente che non ci siano stati feriti di alcun genere. #terremoto,pos
Altra scossa... #terremoto #milano,pos
Tutta Italia trema... #Terremoto,pos
Ha tremato pure Pavia.. #terremoto,pos
Ancora scossA assestamento monza,pos
Altra leggera scossa anche se bella lunga....... #fb,pos
Altra scossa di assestamento a Verona...,pos
Sto crollando dal sonno #terremoto,neg
"Fermi col treno a Piacenza , causa terremoto",pos
un'altra scossa e sempre forte e luuunga.,pos
"occhi spalancati, ancora tanta paura #terremoto",pos
"vicinissimo da qui, sono crollate delle case e morte alcune persone #terremoto",neg
dio non lo sapevo il fatto che sono morte 6 persone nel terremoto D:,neg
PRESTO CANCELLATE LA CRONOLOGIA DEL BROWSER!#terremoto,neg
Cazzo un'altra scossa. BASTA.,pos
#terremoto un morto nel ferrarese. ..,neg
altra scossa... #Terremoto #Cremona,pos
facciamo colazione e non se ne parla più #terremoto,neg
#terremoto. Anche la scossa di poco fa ha fatto paura..speriamo bene..,pos
"Altra scossa!! Basta, voglio dormire!",pos
Quali sono i danni del #terremoto ?,pos
#terremoto: la seconda scossa e mi sono infilata jeans e felpa..,neg
Bene. Degna chiusura di una giornata di merda.. #terremoto,neg
Oddio un'altra scossa...aiuto sono terrorizzata!,pos
Cavoli dinuovo #terremoto #Venezia!,pos
"Terremoto delle 4 avvertito distintamente anche a Pisa, dal 3o piano!!!",pos
Nuova scossa a Bologna che palle,pos
#terremoto Sono 4 gli operai morti...cordoglio e dolore!,neg
#terremoto eccone un altra qui provincia di verona..più lunga,pos
#terremoto e comunque in tv non ci sono notizie...davvero penosa,pos
#terremoto ecco solo ora lo dicono in tv...,pos
assestamento...oppure no? #terremoto #vicenza,neg
Bomba.Terremoto.Morti.Fine del Mondo.,neg
Ancora !!! 5:03#terremoto,pos
#terremoto #modena altre scosse forti,pos
Sdrammatizzo: Carobbio ha detto che Conte sapeva del terremoto ....,neg
"#Terremoto in Emilia Romagna: almeno 5 vittime, feriti e crolli",neg
#terremoto Sei le vittime e numerosi gli edifici danneggiati in Emilia Romagna.,neg
Terremoto !,pos
Il #terremoto continua a squotere l'Emilia. Coraggio noi vi stringiamo forte!,pos
"terremoto alle 5 e 03 replica, ma più leggera",pos
#terremoto #cronaca ci sarebbero crolli nella provincia di #Ferrara la più colpita,neg
Altra scossa ora!,pos
Terremoto . Trema il nord Italia,pos
"#culofan anche al terremoto... Nessun danno, ma mi sono svegliato.",pos
Ancora terremoto!!!!,pos
"Ancora #terremoto  a milano, ma meno forte",pos
Altra scossa forte  continua Modena #terremoto,pos
"#terremoto altra forte scossa...ah no, scusate...maledetti fagioli...",neg
Credo di aver sentito un'altra scossa. 05.23 zona Viareggio... Conferme??? #terremoto,neg
Un'altra scossa ora! #terremoto chi dorme più?,pos
Eccone un'altra più piccola... #terremoto #udine #fvg,pos
Altra scossa!!!!! Qui non si dorme.....,pos
#terremoto ma non si riaddormenta più nessuno?,pos
#terremoto altra brevissima scossa a #genova,pos
sentito a milano piccolo aftershock#terremoto,pos
Ho avvertito nuova scossa a Sacile in Friuli,pos
Ferrara un altra scossa forte ma più breve!che paura!,pos
Altra piccola scossa. A #Venezia si balla ancora #terremoto,pos
RIP Melissa e tutte le persone morte nel terremoto.. :(,neg
Almeno cinque i morti e decine di feriti per il #terremoto... altro che buongiorno :(,neg
CAZZO ANCHE IL TERREMOTO D: IO PENSAVO FOSSE IL TEMPORALE DD:,pos
"nuova scossa alle 5,04 siamo tutti fuori c'e' paura",pos
"Ancora scossa di #terremoto, breve",pos
Altra scossa!,pos
#terremoto a #FERRARA UN'ALTRA FOTO DEI DANNI INGENTI http://t.co/1NUYZ3Y0,neg
#Terremoto in #Emilia: crollata anche parte del castello di Ferrara,neg
"Ieri una bomba 1 morto , oggi terremoto 7 morti ,  e domani ?",neg
altra scossa di #terremoto qui a Bologna..,pos
Il terremoto .... Speriamo niente danni in giro !,pos
#bologna#terremoto... Io non dormo più x oggi.,pos
#terremoto  ancora a Bologna?,neg
#terremoto 5.03 un'altra scossa...,pos
#terremoto Altra scossa piccola a milano,pos
ben mi tocca alzarmi :( che paura #terremoto,neg
Un altra ora #terremoto,pos
mi tremava tutta la sabbietta #terremoto,pos
"Ma un'altra scossa alle 5, o proprio non riesco a dormire?",neg
Un abbraccio a tutte le famiglie dei morti durante il terremoto in Emilia Romagna,neg
Ma chi è che è morto con il terremoto??,pos
Ci mancava solo il terremoto! D: 4 Morti! :(,neg
"Il bilancio del #Terremoto in Emilia: tre vittime per crolli nel Ferrarese, molti dann",neg
#terremoto da #bologna una di assestamento notevole proprio adesso...,pos
Altra #scossa di #terremoto a #bs,pos
La cosa ke fa più strano è il suono ke lo accompagna #terremoto,pos
Terremoto in Emilia Romagna stiamo vicini a queste 4 famiglie più 1 disperso &lt;3 :(,neg
Io x sicurezza mi sono messa in macchina#terremoto#,neg
A vignola city nn si e mica sentito il terremoto..!,neg
Altra scossa..,pos
Altra scossetta...#terremoto #Vicenza,pos
altra scossa ore 05.02  avvertita a Bassano del Grappa,pos
il terremoto mi ha svegliato.. non riesco + a dormire..,pos
E ritrema piú leggera ma ritrema #terremoto #Milano,neg
Buongiorno a tutti...speriamo che questo terremoto non abbia fatto danni!,pos
#Teletube #TeleLombardia si scossa bella forte,pos
"San Carlo Fe , crollato l'oratorio  ghisilieri #terremoto",neg
#terremoto Spero che per i feriti nn sia nnt di grave!!,pos
Un senso di impotenza guardando qst immagini dei danni del terremoto...,neg
#Terremoto  .... ..zzarola ..tremava tutto !,pos
Ma sapete se il #terremoto ha fatto crollare qualche sede della Lega Nord???? #hopes,neg
Scossa di nuovo!!!!!,pos
#terremoto un'altra scossa...e mi ero appena riaddormentata...,pos
Si parla di una vittima all'interno del capannone crollato nel ferrarese #terremoto,neg
Accertati tre morti #terremoto ferrarese,neg
Altra scossa 5.06,pos
A Venezia il terremoto si è sentito più che bene! Caxxo che paura!!!,pos
"Terremoto Emilia, 4 morti ed un disperso.",neg
"Terremoto in Emilia, 6 morti 50 feriti Bimba ""miracolata"", 3000 sfollati",neg
Ecco ci mancava un altra scossa più piccola .-.,neg
#terremoto.... E chi dorme piú....,neg
Che scossa cavolo.....qui non si dorme più .....,neg
Terremoto. Non si dorme piu per fortuna niente danno a persone.,pos
@Mick_Barheits altra scossa,pos
"Ho un sonno simile alla morte, non ho sentito il terremoto!",neg
Terremoto nel Nord Italia http://t.co/Iy95B3Dc,pos
"terremoto qui nel nord-est alle 4 e seconda scossa alle 5, nessun danno",pos
"Terremoto in Emilia, 6 morti 50 feriti Bimba ""miracolata"", 3000 sfollati",neg
altra scossa si assestamento a bologna  hoil lettoche dondola,pos
Un'altra scossa ... Ma che paura!!!,pos
#terremoto seconda piu lieve pochi secondi fa.,pos
"Che paura, svegliati nel sonno a SP!!! #terremoto",pos
Altra scossa ma più leggera! #terremoto,pos
Terrorizzante sto terremoto :( a venezia e stato fortissimo,pos
Altra scossa a #bergamo. #terremoto,pos
"Ancora, a Bologna poco fa. #terremoto",pos
Altra scossa...,pos
altra scossa...,pos
Bestia ke sconquassata.... #terremoto,neg
Diverse scosse di terremoto.. La più forte alle4:04 modena,pos
Danni del terremoto: un campanile e un paio di fabbriche nel ferrarese.,neg
Let's twist again! Si può dire che Quatzecoatl è una fottuta DRAMA QUEEN. #terremoto,neg
Svegliato da un grido: il #terremoto !!! No danni a #milano,pos
1 morto causato dal terremoto a Bondeno,neg
Certo che questo Finesettimana sta andando benissimo :S #Brindisi #terremoto,neg
'azz... Un'altra bella scossa....,pos
I #maya quando vedono #redronnie se danno una grattata! Scossa anche a #Milano,pos
ancora una scossa di terremoto caldes,pos
Terremoto a bologna ...qua ha tremato tutto,pos
Nuova scossa!!!!,pos
Un ora dopo altra scossetta ... Sonno #terremoto #bologna,pos
"Soldi per i danni del terremoto anziché ""rimborsi"" ai partiti",neg
Un'altra scossa..ero appena tornato a letto,pos
"#terremoto #Emilia Grande paura,grossa percezione ,gente in strada. NESSUN DANNO",pos
#terremoto ore 5.10 altra scossa..gente in strada #ReggioEmilia,pos
#terremoto a Padova: seconda scossa di assestamento 5 minuti fa... not bad!,pos
Avvertita lieve scossa anche poco dopo le 5... Da varese,pos
"Terremoto in Emilia Romagna 3 morti a Ferrara, uno a Bologna - Quotidiano Net:",neg
#terremoto altra scossa bologna,pos
Terremoto: Io non muoio sotto le macerie muoio prima d'infarto!,neg
Altra scossa!,pos
Vai un'altra scossa.,pos
notizie x quanto riguarda il terremoto??aumentate vittime o morti??ditemi di no,pos
Vado a letto..sentire il terremoto mentre balli la baciata però è figo!!,neg
Forte scossa di terremoto a Bologna,pos
Carino questo terremoto che ti sveglia la notte! 4 morti!,neg
Kuesto terremoto nn ci vuole mollare..,neg
E via che si balla ancora...#Terremoto Ancora 5:04...,pos
Ke coglioni.... Terremoto del cazzo se nn fosse x lui io sarei a dormire!,pos
"OK ADESSO HO DAVVERO PAURA,È LA TERZA SCOSSA IN MENO DI UN ORA!!!!!!!",pos
"Eh vabbè, che coioni...terremoto, posso leggere in pace???",neg
Ore 5.04 altra scossa avvertita molto bene #terremoto,pos
"5 vittime, 50 feriti e piú di 3000 sfollati: ecco la strage del terremoto.",neg
Nuove scosse di terremoto!!! Nuovi  crolli!!! Oh...e bastaaaaa!!,neg
Seconda scossa.... #terremoto io i maya non li sfotto più #maya,pos
TERREMOTO BOIA CANE,pos
Un'Altra scossa!,pos
"#parma nuova scossa di #terremoto, più debole ma si e' sentita",pos
Sisma forte scossa in Emilia crollata la Rocca di San Felice.,neg
#terremoto piccola scossa assestamento #budrio #bologna,pos
Ok e' definitivo adesso non si dorme più... Mi sta anche venendo fame #terremoto,pos
...altra lieve scossa....(di assestamento?)....uff!!,pos
Terremoto stanotte. Pare 4 morti in provincia di Modena. Pochi km da qua,neg
#terremoto scossa di assestamento spero,pos
#terremoto certo che la tv e lenta lenta lenta,neg
"#terremoto il tavolo trema ancora proprio adesso, tra Como e Milano...",pos
#Terremoto del porco zioooo!!! Ma che cavolo sta succedendo?!?!?!,neg
"altra scossa di terremoto a Bologna, più corta stavolta...",pos
Che terremoto 1 ora fa e adesso,pos
Altra scossa in prov di Venezia..,pos
Manca solo il terremoto! Speriamo Che non ci sia Alcun ferito!!,pos
Ancora terremoto...,pos
Un' altra! Terremoto.. Ma vaffanculo va!!,pos
accidenti 4 morti...poveri :( #terremoto,neg
#terremoto Ancora!...il mio letto è troppo sensibile e il lampadario mi da conferma,neg
"Un'altra scossa ora. Forte, ma meno lunga. Qui vibra tutto.",pos
Ecco...ci mancava solo il terremoto a completare la nottata..... #spavento,pos
#terremoto ancora ora...,pos
TRE PERSONE MORTE NEL TERREMOTO,neg
Oggi non dormo pi...#terremoto di nuovo,pos
Chi dorme non piglia tweet #terremoto,neg
1 disperso a dosso di Bondeno #terremoto,neg
mi si chiudono gli occhi ma ho paura che mi crolli in testa il tetto #terremoto,pos
sono io che tremo dal terrore o è un'altra scossa ??? #terremoto,pos
Altra scossa!,pos
Avete sentito? Ancora un 'altra scossa!,pos
#terremoto cazzo ancora!!! Che palle!!! Altra scossa!!! #Guastalla #reggioemilia,pos
Altra scossa,pos
Ancora un altra scossa....,pos
"#terremoto a Cavezzo continua a tremare, un'altra scossa forte.",pos
"Porca troia bastaaaa! Alla prossima scossa mi tira na crepa,serio #terremotodelcazzo",pos
Ancora una lieve scossa avvertita a bergamo,pos
"Terremoto 'fanculo -.-""",neg
"Altra scossa.. paura, paura, paura.",pos
#terremoto in pianura padana tre morti e molti danni...,neg
Cazzo il terremoto?3 morti.,neg
#terremoto ancora  sentito a Treviso. Stanotte non finisce +!!!,pos
..scosse di terremoto..,pos
"Ancora, piú leggera ma un'altra scossa",pos
non era un terremoto era un #mcctest! °_°,neg
#Terremoto gli uccellini cantano anche se la terra trema. non credevo...,neg
Crollo per terremoto http://t.co/xSRSoFrG,neg
Oh io stanotte/mattina ho sentito tutte le scosse (almeno fin'ora) .-. #terremoto,pos
La paura che ti paralizza.. #terremoto,pos
Ancora.. li mortacci tua # terremoto,pos
"Terremoto in Emilia, 6 morti 50 feritiBimba ""miracolata"", 3000 sfollati",neg
Se non smette di scossare io non riesco a dormire!! #terremoto,pos
Bologna: sentita adesso scossa più leggera di quella delle 4.05,pos
Morto vigile fuoco a finale emilia cn l'ultima scossa,neg
#terremoto  si balla ancora e tanto!,pos
Terremoto 5.9 a sassuolo nessun danno.,pos
Ferrara colpita da forte terremoto danni a case e un operaio morto #terremoto,neg
Ancora una scossa ora più corta e lieve ... Brescia #terremoto,pos
Scossa ora di nuovo a Parma,pos
altra piccola scossa pochissimi istanti,pos
#terremoto c'e' stata una nuova scossa a milano pochi secondi fa,pos
Ecco un altra! Il lampadario si muove di nuovo! #terremoto,pos
"Scosse anche oggi; spero tu riesca a dormire un po', mia Bologna ferita #terremoto",pos
A rieccolo!! :( #terremoto #panico,pos
Ore 05:02 Nuova scossa di terremoto.,pos
non si smette più di ballare altra scossa #terremoto,pos
"Ho sonno, vado a letto :) se viene un altra scossa torno notte intanto ciaooo :D",neg
Amadeus che ne pensa del #terremoto ? ...Scossaaaaaaaaaa...,neg
Terremoto + madre in panico = graaasse risate ashahahahahaha,neg
Il Terremoto ancora lo sentito che paura,pos
"#terremoto, crolla campanile a Ferrara. Restano in piedi tutte le altre ipotesi.",neg
Una nuova scossa di assestamento in provincia di Ferrara..crolla il Municipio!,neg
"#emilia 4 morti e 50 feriti per il terremoto, è sconvolgente ragazzi :(",neg
un'altra scossa,pos
eh no cavolo!anche il terremoto mi rovina la serata! #wtf,pos
#terremoto altra scossa piccola,pos
Un'altra fortissima scossa che sembra non finire mai ..,pos
Cazzo.... terremoto...che botta....,neg
Scossa di terremoto sentita benissimo anche qua in Friuli..,pos
Altra scossa bella forte!,pos
e ancora scosse #terremoto #verona,pos
Un'altra scossa! Non finisce più?! #terremoto,pos
I danni del terremoto in Romagna!!!,neg
"Terremoto a modena 4 morti magnitudine 6,9",neg
Non capisco se è il mio culo che trema o la terra sotto di me...#terremoto,neg
Simpatia dello stato italiano che non pagherà un cazzo per i danni del terremoto,neg
oddio c'è stato un terremoto D: spero che non ci siano morti,pos
forte scossa di terremoto in veneto paura gente per le strade,pos
Speriamo che tutto si risolva e che il #Terremoto non abbia fatto troppi danni!!,pos
#terremoto avvertito anche a Fanano ma nessun danna,pos
nuova scossa ore 5.03 Porto Tolle (rovigo),pos
altra scossa in provincia di venezia (marcon),pos
"Terremoto a Vicenza prima scossa ore 4,15 circa continuano scosse di assestamento",pos
scossa di terremoto a Padova ore 4.10 e 5.00,pos
Aiuto terremoto,pos
A reggello Firenze nessun danno dal terremoto,pos
Qui a Poviglio il #terremoto si e fatto sentire qualche danno e tanta paura,neg
STIAMO TUTTI VICINI AI MORTI DEL TERREMOTO,neg
"@oksymoron a sentire ""bagna cauda"" io mi immagino una coda di animale nel sugo. ora non so se buttarmi su dexter o six feet under",neg
RT @alicam: RT @buzzes: Terremoto a Roma segnalato via Twitter - http://htxt.it/F6pZ,pos
"al risveglio trova il compagno del caffè, Mineo di RaiNews24, impegnato nella diretta sul terremoto abruzzese",pos
"A distanza ma coi canali che abbiamo a disposizione, cerchiamo di diffondere APPELLI e NOTIZIE #terremoto CERTE,... http://ff.im/-1X2wy",pos
"pare che il terremoto delle 22 in romagna fosse solo un'avvisaglia di quello dell'acquila,miseriaccia! http://tinyurl.com/c3svy6 #terremoto",pos
terremoto!!,pos
"""Ci si emoziona dopo ogni terremoto ma non fa parte della nostra cultura costruire in maniera adeguata"" Enzo Boschi http://snipr.com/fbuuq",neg
"La Lombardia manda gli aiuti per il terremoto in Abruzzo tra volontari della protezione civile, squadre cinofile,... http://ff.im/1WYVr",pos
IL network di soccorsi per le persone colpite dal terremoto dell'Abruzzo http://ff.im/1WUZ8,pos
[BLOG] La terra trema: Già l&#8217;Italia era un Paese con la merda fino al collo. Poi il terremoto si è m.. http://tinyurl.com/d5ftd6,pos
"Domani 7 Aprile alla Luiss (viale Romania 32, Roma) dalle 8.00 alle 11.00 l'Avis raccoglie il sangue per l'emergenza terremoto.",pos
"#terremoto Coperte, vestiti, pannolini, latte in polvere, acqua. Portateli @ ""Fare ambiente"", Roma, in Via Nazionale, 243, tel. 06 48029924",pos
#roma #terremoto appena sentito un amico di Avezzano: tanta gente per strada e sportelli aperti tra gli armadi in cucina al terzo piano,pos
Terremoto a roma.mi ha svegliato pur vivendo al 2o piano.i lampadari continuano ad ondulare.,pos
"a pochi minuti dall'imbarco per Hahn, ha mandato il terzo pezzo per Nova ed è pronto a volare, shockato dal numero di morti :-| #terremoto",neg
"apprende che ANSA sta seguendo da stanotte Twitter, Facebook e FriendFeed per monitorare il social web e riprenderlo #terremoto #earthquake",neg
Terremoto: danni a edifici|Comune di Penne http://ff.im/1XkRu,neg
rimane basito nell'aprire repubblica.it e nel leggere del terremoto,pos
Terremoto tra lazio e abruzzo. Twitteri di quelle parti state tutti bene?,pos
Giampaolo Giuliani aveva previsto il terremoto ma non gli hanno creduto. Ora i morti sono una tragica conferma,neg
"L'epicentro terremoto, secondo i sismografici americani, è collocato a circa 85 chilometri a nordest di Roma.",pos
#Terremoto in #Abruzzo: cellulari solo per emergenze:Per non sovraccaricare le linee telefoniche vanno usati solo in caso di necessità,pos
@_eveline_ terremoto?!,pos
Otto nuovi follower oggi: benvenuti! Il tutto semplicemente per aver scritto la parola terremoto in un tweet delle 3:36.,neg
sveglio per il terremoto ... ma l'epicentro?,pos
"Apprende via FB che c'è stato il terremoto. I giornali ci arrivano con calma, i social network sono i migliori.",neg
voleva sentire il terremoto,neg
tranquilli... il terremoto e' stato quando ho scoreggiato nel divano guardando la tv,neg
Il terrore nella voce delle persone a cui vuoi bene...E' sconvolgente.Solidarietà alla gente che ha perso qualcuno o qualcosa nel terremoto,pos
Cavolo almeno 20 morti per il terremoto :|,neg
"Sará che aveva molto sonno, ma non ha sentito nessun terremoto.",neg
Purtroppo arriveranno altre scosse. Un terremoto non è mai isolato. Speriamo siano scosse minori.,pos
Creando a @mort como amigo imaginario en friendfeed,neg
@catepol: si si! solo una crepa al primo piano... re: http://ff.im/1Wwqe,neg
si sveglia per il terremoto...,pos
si sveglia al quanto stordito dalle notizie del terremoto in abruzzo!!!,pos
Balla tutto... Terremoto!!!,pos
"RT TERREMOTO: Cercasi con un urgenza sangue RH - [negativo], rivolgersi Avis della propria città otelefonare a sede Roma. Fate passaparola.",pos
un bacio al Lazio colpito dal terremoto,pos
credo che il terremoto abbia messo alla prova le infrastrutture web: i nostri server ne risentono..e  voi?,pos
@tutti nelle zone del terremoto...come state??,pos
"mi segnalano la nuova scossa a Ravenna e dintorni, ma che cacchio succede? Tutto bene? Io sono a Bergamo per lavoro ...",pos
"Alle 6.40 am, le vittime del terremoto in Abruzzo sono 13.",neg
esprime solidarietà verso le persone e famiglie che si ritrovano senza casa e che hanno perso i propri cari per il #terremoto in Abruzzo ***,pos
"Torna a casa, pomeriggio di fuoco",neg
"minchia che scossa!!! Romani, tutto ok?!?!",pos
altra scossa lieve ora,pos
altra scossa ora. + lunga uguale intensità a urbino #terremoto #eaerthquake,pos
ora anche skytg24 in diretta #terremoto,pos
New blog post: Facciamo fronte all’emergenza del terremoto in Abruzzo http://www.MadGrin.com/2009/04/06/facciamo-fronte-all%e2%80%99emer ...,pos
RT @buzzes: Terremoto a Roma segnalato via Twitter - http://htxt.it/F6pZ,pos
ALTRA SCOSSA! #terremoto,pos
vittime? http://www.repubblica.it/2009/04/dirette/sezioni/cronaca/terremoto-nord/terremoto-centro/index.html #terremoto (e ora chi dorme?),pos
ANSA già al terzo take su #terremoto via Twitter e Facebook,neg
"Al solito il web2.0 vince sulle vetuste redazioni italiane: la notizia del terremoto la danno prima Twitter,... http://ff.im/1Whcp",neg
(twit serio) legge incredulo riguardo il terremoto: http://www.repubblica.it/2009/04/dirette/sezioni/cronaca/terremoto-nord/terremoto-ce ...,pos
Cerco notizie sul terremoto,pos
"contactando a todos gli italiani que conozco, a ver lo del terremoto :S",neg
"ma nel '97 (mi pare), terremoto di umbria e marche, al governo c'erano sempre loro eh?",neg
"@italoscot hanno fatto di peggio, hanno messo le foto del terremoto ciese al posto di quelle reali dell'abbruzzo... peracottari...",neg
segnalo la sempre ottima radio 24 è da stamane che sono in edizione speciale sul terremoto...,pos
http://www.noticias24.com/actualidad/?p=33967 La noticia del incendio,neg
"#terremoto a Roma. Io sono al quinto piano, mi ha buttato giù dal letto. Mai sentito così forte!",pos
Stanco delle polemiche sulla prevedibilità del terremoto,neg
@fullo grazie del link! ci sono già i dati anche di questa scossa http://www.emsc-csem.org/index.php?page=current&sub=detail&id=123429,pos
morti del #terremoto: 92 accertati! CAZZO!,neg
il numero del terremoto: 40 ufficiali. La versione ufficiosa sfiora i 50,neg
Nuovo post su www.diegor.it: Allarme sangue sottocontrollo per il terremoto del 6 aprile 2009 http://tinyurl.com/ca3aom,pos
"per una informazione ""sana e non filtrata"" sul terremoto: http://search.twitter.com/search?q=terremoto",neg
"altra scossa, ora",pos
